003a4d67e8f3a774a3889fb871b8627c	test 28, testing 28, program 13, model 10, modelbased 9, specifications 9, code 7, implementation 7, generation 7, properties 6
0068e7bbd13628942716ffa6862f99f8	individual 5, space 5, effect 4, quantum 4, vacuum 4, theory 4, topology 4, chiral 4, model 4, state 4
00e5376f2b347e3d56a765cc7b4bbf84	molecular 5, gromacs 4, large 3, simulation 3, tools 3, conditions 3, md 3, systems 3, temperature 3, loops 3
039367ad226bfa76bc6b084a071bf978	methods 6, models 5, modeling 5, voltage 5, threshold 4, characteristics 4, statistical 4, measured 4, predictive 3, conditions 3
04f6dd5f557c9f08e38283cbd1db47a8	types 6, session 6, implementation 4, communication 4, haskell 4, protocols 3, science 2, computer 2, concurrency 2, note 2
0556114be83c6b3c7228e08d92525c96	imaging 14, mr 10, liver 7, dw 6, masses 5, sequences 4, adnexal 4, quality 3, clinical 3, image 3
0558618e8bc1e3aabb995b4cc0a36763	thematic 8, language 6, sentence 6, model 5, errors 5, knowledge 4, processing 4, word 4, frequency 4, control 3
07fca6a258276f3857dc44901798f7c9	costs 8, food 7, transport 6, uk 5, yr1 5, bn 5, external 3, estimated 3, subsidies 3, farm 3
099d14a63cb75a747b4461fd309b202a	arbitrariness 6, code 5, arbitrary 3, chemical 3, genetic 3, acid 2, accounts 2, acids 2, attributing 2, information 2
0c25d6944e4f07c93277499c87d4635c	paper 10, electricity 10, fitness 10, algorithms 9, model 9, climate 8, methods 7, problems 7, temperature 7, applications 7
0d9eb052239d5a81a0adc0cb559c0167	power 53, wind 39, energy 30, system 26, market 24, electricity 24, generation 22, systems 16, model 15, stochastic 15
10eff624f577c5e3bff5abfce9d25bf4	ptc 6, alternative 6, isoforms 5, nmd 4, mrna 4, splicing 4, information 3, sequencing 3, identified 2, browsing 2
117d5e3da413a771fb21b3455a0725d5	x0 7, recovery 4, recover 4, term 3, number 3, suppose 3, error 3, observations 2, occurs 2, vector 2
124dc8a4e072898ce162523db61d2489	innovation 25, orientation 9, knowledge 7, firm 7, framework 6, research 5, models 5, competencies 4, processes 4, transfer 4
136b4393044b9b37af611f0c96461bfe	extreme 2, environmental 2, molecular 1, adaptation 1, advocates 1, gcbias 1, present 1, convergent 1, signatures 1, varying 1
1507e0abf427bfc9bc3d017d63644092	gene 1279, data 1201, expression 1194, genes 1132, regulatory 775, network 737, networks 697, transcription 549, interactions 508, analysis 476
15fd040fec76cb8585ff86e9a3216123	filter 10, image 7, noise 6, means 6, nonlocal 6, bilateral 4, method 4, pixels 3, thresholding 3, proposed 3
16dd0b875e38fcab0a3e581c37afec16	water 9, contamination 4, source 4, quality 3, settings 3, extent 2, counts 2, collection 2, assess 2, household 2
1d3d07909f266e0018c545d03b60872e	citizen 12, science 11, data 4, article 4, authors 3, european 3, deliberative 3, legitimate 3, governance 3, standards 3
1d43dae0899f4b1c26aeb1038f07e742	systematic 6, ethical 5, reviews 5, medline 5, mesh 4, studies 3, database 3, medical 2, biomedical 2, assessment 2
1e4946b0dcabc4dbe20176d316540a8f	genes 34, mirnas 31, network 21, expression 20, signaling 19, networks 19, gene 17, evolution 14, cancer 12, mirna 12
1e9cbbca98fb2d0b578e088d1fdd2310	data 22, molecular 15, common 13, connectivity 13, drug 12, variation 11, ad 10, drugs 10, analysis 9, genes 8
1ea9da97c4ab0758cf07c4edfd04d42a	diffusion 37, tensor 18, proposed 14, method 14, dtmri 13, imaging 13, deff 11, noise 11, signal 11, data 10
1f744236fbd4e1deefb05dcc51b503d0	programming 28, network 26, paper 26, functional 25, system 24, data 24, systems 22, language 21, monads 18, haskell 16
1f9cb9801e3f9372b070100aa7649d8c	sequence 32, assembly 27, genes 27, gene 24, genome 23, genomes 18, dna 15, maps 11, number 10, prediction 10
221dc860fa29f4baa3cef3903bc1bbad	sleep 19, deprivation 10, rem 8, ltp 6, flies 6, vitro 5, insl 5, difficulty 3, genes 3, insomnia 3
225c1d10e2e55f1ca3303a7f6c55a50e	learning 15, students 12, peer 11, assessment 11, blogs 7, pls 6, blogging 6, feedback 6, study 5, university 5
2bcaa1d827d6da8e84215dcf458b45bf	atoms 10, state 9, cooling 7, raman 7, vibrational 6, ground 5, laser 5, motion 5, single 5, optical 4
